V,D,EPR,num_endpoints,total_cores,shortest_path_sim_time_ms,shortest_path_runtime,shortest_path_success,ugal_sim_time_ms,ugal_runtime,ugal_success,nexullance_sim_time_ms,nexullance_runtime,nexullance_success,ugal_speedup,nexullance_speedup
36,5,3,108,432,2.64506,9.722369909286499,True,2.31072,9.565556764602661,True,1.74289,152.38618350028992,True,1.144690832294696,1.517628766015067
114,8,4,456,1824,9.95933,58.15253162384033,True,4.95875,55.56879258155823,True,2.75689,3073.9211876392365,True,2.0084355936475924,3.6125235319508575
264,11,6,1584,6336,29.4283,623.383805513382,True,10.5552,574.2512741088867,True,4.74387,47862.672397613525,True,2.78803812338942,6.203437278002981
510,14,7,3570,14280,56.8503,4023.283919811249,True,15.1306,3799.950887441635,True,,25920.471401691437,False,3.7573063857348683,
876,17,9,7884,31536,,17333.34263896942,False,,17364.41570544243,False,,16803.054075956345,False,,
