network,count,num_valiant,baseline_sim_time_ms,ugal_sim_time_ms,speedup,improvement_percent
Slimfly_V32_D6,256,1,1.58369,1.28803,1.2295443429112676,18.669057707000743
Slimfly_V32_D6,256,2,1.58369,1.26836,1.2486123813428365,19.911093711521833
Slimfly_V32_D6,256,3,1.58369,1.27392,1.2431628359708617,19.560014901906314
Slimfly_V32_D6,256,4,1.58369,1.27671,1.2404461467365338,19.383844060390608
Slimfly_V32_D6,256,5,1.58369,1.27595,1.2411849994122028,19.431833250194174
