Offered Load,Average Latency (ns)
0.05,240.976
0.1,239.789
0.15,238.332
0.2,241.753
0.25,236.765
0.3,235.756
0.35,231.818
0.4,239.242
0.45,241.186
0.5,231.55
0.55,238.473
0.6,244.247
0.65,250.184
0.7,254.352
0.75,263.126
0.8,276.814
0.85,301.175
0.9,344.323
0.95,446.292
1.0,2036.9199999999998
