Offered Load,Average Latency (ns)
0.05,282.608
0.1,283.303
0.15,279.045
0.2,286.699
0.25,279.695
0.3,281.817
0.35,279.655
0.4,290.597
0.45,299.781
0.5,300.253
0.55,825.264
0.6,5568.81
0.65,15589.800000000001
0.7,29251.2
0.75,44669.2
0.8,60392.6
0.85,72033.90000000001
0.9,83930.3
0.95,94052.09999999999
1.0,104171.0
