Offered Load,Average Latency (ns)
0.05,282.034
0.1,283.116
0.15,278.477
0.2,5265.139999999999
0.25,6993.79
0.3,11608.9
0.35,18210.2
0.4,31960.5
0.45,43635.2
0.5,43011.8
0.55,59201.1
0.6,68022.09999999999
0.65,76137.3
0.7,84413.4
0.75,85902.6
0.8,97957.7
0.85,103488.0
0.9,112247.0
0.95,119810.0
1.0,125468.0
