Offered Load,Average Latency (ns)
0.05,258.433
0.1,258.227
0.15,255.415
0.2,260.49
0.25,254.16
0.3,254.369
0.35,250.503
0.4,257.963
0.45,260.61
0.5,251.883
0.55,259.684
0.6,266.259
0.65,274.152
0.7,280.395
0.75,292.596
0.8,311.845
0.85,346.39
0.9,411.062
0.95,582.426
1.0,2797.85
