Offered Load,Average Latency (ns)
0.05,159.185
0.1,159.185
0.15,160.915
0.2,151.68
0.25,159.185
0.3,161.059
0.35,152.845
0.4,151.682
0.45,152.889
0.5,151.185
0.55,154.603
0.6,146.797
0.65,149.785
0.7,146.868
0.75,144.213
0.8,147.537
0.85,147.516
0.9,149.99
0.95,146.539
1.0,159.185
