Offered Load,Average Latency (ns)
0.05,282.608
0.1,283.303
0.15,279.045
0.2,286.699
0.25,279.695
0.3,281.817
0.35,279.655
0.4,290.597
0.45,299.781
0.5,300.253
0.55,803.666
0.6,5482.69
0.65,15603.199999999999
0.7,30603.8
0.75,44753.3
0.8,58819.200000000004
0.85,72487.2
0.9,84247.7
0.95,93564.3
1.0,103289.0
