Offered Load,Average Latency (ns)
0.05,284.346
0.1,285.328
0.15,281.841
0.2,287.503
0.25,280.205
0.3,282.746
0.35,279.745
0.4,289.406
0.45,296.714
0.5,293.233
0.55,312.446
0.6,340.669
0.65,402.358
0.7,689.043
0.75,10890.5
0.8,27804.8
0.85,40908.1
0.9,48797.2
0.95,57824.0
1.0,65379.6
