Offered Load,Average Latency (ns)
0.05,293.657
0.1,294.288
0.15,289.572
0.2,297.507
0.25,290.462
0.3,293.361
0.35,292.523
0.4,303.547
0.45,315.1
0.5,319.361
0.55,362.177
0.6,708.906
0.65,10839.4
0.7,25447.0
0.75,37484.5
0.8,47727.4
0.85,54275.3
0.9,62806.8
0.95,68495.90000000001
1.0,78472.8
