Offered Load,Average Latency (ns)
0.05,289.699
0.1,290.82
0.15,286.135
0.2,293.818
0.25,286.549
0.3,288.974
0.35,287.363
0.4,297.473
0.45,306.302
0.5,305.04
0.55,327.97
0.6,367.417
0.65,473.591
0.7,2755.0
0.75,20168.600000000002
0.8,36138.399999999994
0.85,46506.799999999996
0.9,54711.3
0.95,63591.2
1.0,70702.29999999999
