Offered Load,Average Latency (ns)
0.05,440.479
0.1,439.599
0.15,434.616
0.2,444.703
0.25,449.635
0.3,486.308
0.35,4919.75
0.4,36555.5
0.45,58583.2
0.5,70417.7
0.55,85914.4
0.6,92636.0
0.65,98765.5
0.7,108698.0
0.75,111008.0
0.8,116758.0
0.85,128568.00000000001
0.9,138298.0
0.95,141692.0
1.0,148267.0
