Offered Load,Average Latency (ns)
0.05,293.68
0.1,294.527
0.15,290.286
0.2,297.558
0.25,290.543
0.3,293.598
0.35,292.69
0.4,304.162
0.45,315.725
0.5,323.528
0.55,383.54
0.6,2692.9500000000003
0.65,22326.2
0.7,32559.399999999998
0.75,45518.799999999996
0.8,49452.2
0.85,61773.5
0.9,66297.2
0.95,77157.79999999999
1.0,87156.40000000001
