Offered Load,Average Latency (ns)
0.05,131.037
0.1,131.037
0.15,132.544
0.2,123.775
0.25,131.037
0.3,132.629
0.35,124.396
0.4,123.632
0.45,124.634
0.5,122.889
0.55,1277.0300000000002
0.6,2059.67
0.65,2609.2599999999998
0.7,2986.6600000000003
0.75,3245.75
0.8,3426.05
0.85,3542.2799999999997
0.9,3616.6200000000003
0.95,3652.01
1.0,3678.46
