Offered Load,Average Latency (ns)
0.05,240.921
0.1,239.77
0.15,238.291
0.2,241.726
0.25,236.734
0.3,235.726
0.35,231.816
0.4,239.205
0.45,241.105
0.5,231.341
0.55,238.337
0.6,244.001
0.65,249.743
0.7,253.921
0.75,262.391
0.8,275.784
0.85,299.291
0.9,341.372
0.95,442.556
1.0,2028.8300000000002
