Offered Load,Average Latency (ns)
0.05,342.563
0.1,343.205
0.15,338.127
0.2,342.88
0.25,336.893
0.3,339.009
0.35,339.018
0.4,358.882
0.45,400.098
0.5,796.049
0.55,25058.7
0.6,42788.8
0.65,51400.5
0.7,50429.4
0.75,60122.700000000004
0.8,64645.200000000004
0.85,68293.2
0.9,72085.0
0.95,77734.6
1.0,86205.5
