Offered Load,Average Latency (ns)
0.05,135.403
0.1,135.559
0.15,137.086
0.2,128.302
0.25,135.438
0.3,137.174
0.35,129.149
0.4,128.219
0.45,129.47
0.5,127.391
0.55,130.795
0.6,123.371
0.65,126.393
0.7,123.64
0.75,121.079
0.8,124.336
0.85,124.665
0.9,127.616
0.95,125.668
1.0,181.04
