Offered Load,Average Latency (ns)
0.05,355.986
0.1,357.122
0.15,351.421
0.2,358.554
0.25,351.309
0.3,353.406
0.35,352.739
0.4,365.168
0.45,379.781
0.5,393.936
0.55,485.333
0.6,5904.37
0.65,27520.7
0.7,43073.5
0.75,55818.600000000006
0.8,66893.5
0.85,75799.40000000001
0.9,82978.3
0.95,89325.90000000001
1.0,95698.2
