Offered Load,Average Latency (ns)
0.05,330.447
0.1,331.767
0.15,326.985
0.2,331.022
0.25,324.816
0.3,325.459
0.35,320.421
0.4,327.908
0.45,333.668
0.5,327.146
0.55,344.088
0.6,382.607
0.65,612.29
0.7,14647.3
0.75,29466.2
0.8,36902.6
0.85,48850.0
0.9,58621.299999999996
0.95,66935.3
1.0,74498.09999999999
