Offered Load,Average Latency (ns)
0.05,247.956
0.1,247.987
0.15,244.563
0.2,11483.4
0.25,11166.6
0.3,9368.97
0.35,13950.900000000001
0.4,13405.0
0.45,12492.2
0.5,12119.9
0.55,15693.199999999999
0.6,30844.100000000002
0.65,47020.1
0.7,62662.100000000006
0.75,74495.8
0.8,86847.0
0.85,98511.4
0.9,104293.0
0.95,113326.0
1.0,119184.0
