Offered Load,Average Latency (ns)
0.05,389.74
0.1,392.411
0.15,384.79
0.2,393.44
0.25,389.39
0.3,402.432
0.35,442.496
0.4,3101.31
0.45,40984.5
0.5,56514.0
0.55,64862.399999999994
0.6,73278.0
0.65,80451.40000000001
0.7,88609.2
0.75,95344.9
0.8,103793.0
0.85,103797.0
0.9,112260.0
0.95,119727.0
1.0,128828.0
