Offered Load,Average Latency (ns)
0.05,157.243
0.1,157.209
0.15,157.837
0.2,151.485
0.25,156.333
0.3,157.372
0.35,149.868
0.4,150.087
0.45,331.589
0.5,1060.99
0.55,3299.5
0.6,4879.450000000001
0.65,6263.9
0.7,7792.889999999999
0.75,9314.859999999999
0.8,10430.7
0.85,11201.599999999999
0.9,12227.5
0.95,12789.300000000001
1.0,13232.699999999999
