Offered Load,Average Latency (ns)
0.05,282.603
0.1,283.267
0.15,278.978
0.2,286.764
0.25,279.657
0.3,281.98
0.35,280.867
0.4,291.801
0.45,302.927
0.5,311.61
0.55,1853.72
0.6,8543.08
0.65,19528.1
0.7,31409.199999999997
0.75,40153.399999999994
0.8,53819.4
0.85,56044.8
0.9,63571.5
0.95,70418.9
1.0,79775.09999999999
