Offered Load,Average Latency (ns)
0.05,187.141
0.1,187.328
0.15,187.831
0.2,181.61
0.25,185.913
0.3,187.388
0.35,179.712
0.4,180.321
0.45,181.394
0.5,177.293
0.55,181.015
0.6,175.769
0.65,178.8
0.7,177.299
0.75,175.748
0.8,179.486
0.85,183.011
0.9,192.447
0.95,212.04
1.0,769.677
