Offered Load,Average Latency (ns)
0.05,282.397
0.1,283.022
0.15,279.367
0.2,286.563
0.25,279.774
0.3,282.321
0.35,281.77
0.4,294.855
0.45,311.044
0.5,369.451
0.55,9178.22
0.6,23905.2
0.65,29165.600000000002
0.7,45959.299999999996
0.75,54122.700000000004
0.8,64589.7
0.85,75820.6
0.9,85604.5
0.95,86745.40000000001
1.0,97953.2
