Offered Load,Average Latency (ns)
0.05,282.405
0.1,283.041
0.15,279.371
0.2,286.613
0.25,279.847
0.3,282.093
0.35,281.018
0.4,293.751
0.45,308.591
0.5,340.191
0.55,5150.1900000000005
0.6,23079.100000000002
0.65,44773.899999999994
0.7,64889.5
0.75,77337.5
0.8,89589.4
0.85,99058.0
0.9,109452.0
0.95,117761.0
1.0,125648.0
