Offered Load,Average Latency (ns)
0.05,247.956
0.1,247.987
0.15,244.563
0.2,11682.4
0.25,11433.400000000001
0.3,9592.26
0.35,14253.4
0.4,13684.6
0.45,12899.4
0.5,12179.3
0.55,15957.9
0.6,32613.100000000002
0.65,49137.4
0.7,64388.2
0.75,75870.0
0.8,88546.0
0.85,97956.3
0.9,105956.0
0.95,112949.0
1.0,120581.0
