Offered Load,Average Latency (ns)
0.05,284.109
0.1,285.16
0.15,280.313
0.2,2985.15
0.25,3883.93
0.3,7986.21
0.35,14576.9
0.4,26140.5
0.45,43944.4
0.5,60218.0
0.55,73247.0
0.6,86153.2
0.65,95488.5
0.7,108458.0
0.75,117405.0
0.8,127459.0
0.85,133601.0
0.9,141286.0
0.95,149767.0
1.0,154640.0
