Offered Load,Average Latency (ns)
0.05,284.109
0.1,285.16
0.15,280.313
0.2,3038.6099999999997
0.25,3943.7400000000002
0.3,8010.22
0.35,14492.3
0.4,26085.3
0.45,44013.1
0.5,62366.100000000006
0.55,78929.5
0.6,93089.6
0.65,104484.0
0.7,115278.0
0.75,126184.0
0.8,133215.0
0.85,141006.0
0.9,147281.0
0.95,155404.0
1.0,160323.0
