Offered Load,Average Latency (ns)
0.05,131.037
0.1,131.037
0.15,132.544
0.2,123.775
0.25,131.037
0.3,132.629
0.35,124.396
0.4,123.632
0.45,124.634
0.5,122.889
0.55,634.14
0.6,952.114
0.65,1052.78
0.7,1026.0
0.75,983.944
0.8,938.895
0.85,895.815
0.9,848.266
0.95,872.9
1.0,1290.6100000000001
