Offered Load,Average Latency (ns)
0.05,171.299
0.1,171.3
0.15,172.538
0.2,165.142
0.25,170.839
0.3,172.156
0.35,164.459
0.4,164.453
0.45,165.618
0.5,162.117
0.55,165.6
0.6,159.454
0.65,162.394
0.7,160.475
0.75,158.373
0.8,161.691
0.85,163.895
0.9,170.243
0.95,179.028
1.0,549.085
