Offered Load,Average Latency (ns)
0.05,131.037
0.1,131.037
0.15,132.544
0.2,123.775
0.25,131.037
0.3,132.629
0.35,124.396
0.4,123.632
0.45,124.634
0.5,122.889
0.55,653.158
0.6,973.368
0.65,1077.8700000000001
0.7,1054.83
0.75,1009.0699999999999
0.8,960.112
0.85,919.136
0.9,870.619
0.95,890.273
1.0,1330.84
