Offered Load,Average Latency (ns)
0.05,247.333
0.1,247.333
0.15,243.631
0.2,21326.2
0.25,32644.0
0.3,36416.0
0.35,44733.9
0.4,62066.1
0.45,73391.8
0.5,83166.1
0.55,97959.5
0.6,109457.0
0.65,118028.0
0.7,126247.0
0.75,128300.99999999999
0.8,134643.0
0.85,139403.0
0.9,153106.0
0.95,157516.0
1.0,167330.0
