Offered Load,Average Latency (ns)
0.05,313.403
0.1,314.223
0.15,309.559
0.2,3110.6
0.25,12627.0
0.3,17204.3
0.35,33335.4
0.4,52952.9
0.45,70647.09999999999
0.5,83280.90000000001
0.55,96268.1
0.6,109015.0
0.65,118363.0
0.7,129596.0
0.75,140148.0
0.8,147065.0
0.85,156086.0
0.9,160948.0
0.95,168082.0
1.0,173120.0
