network,nx,num_valiant,baseline_sim_time_ms,ugal_sim_time_ms,speedup,improvement_percent
DDF_V36_D5,256,1,12.3621,7.58985,1.6287673669440106,38.603877981896275
DDF_V36_D5,256,2,12.3621,7.15232,1.7284042101024564,42.143163378390405
DDF_V36_D5,256,3,12.3621,7.32176,1.688405519984266,40.77252246786549
DDF_V36_D5,256,4,12.3621,7.07012,1.7484993182576816,42.808098947589805
DDF_V36_D5,256,5,12.3621,7.06561,1.7496153906032175,42.84458142225026
